lw.dat auto written
1 2
1985  2020
0  7
1
0  	0.456  	0.744  	1.159  	2.113  	3.605  	5.768  	8.812
0  	0.457  	0.747  	1.16  	2.102  	3.578  	5.714  	8.131
0  	0.462  	0.756  	1.162  	2.075  	3.512  	5.581  	8.128
0  	0.461  	0.756  	1.162  	2.077  	3.516  	5.59  	8.191
0  	0.462  	0.757  	1.162  	2.071  	3.502  	5.561  	7.982
0  	0.463  	0.759  	1.163  	2.065  	3.487  	5.532  	8.181
0  	0.468  	0.77  	1.165  	2.033  	3.409  	5.374  	7.508
0  	0.471  	0.776  	1.167  	2.015  	3.366  	5.287  	7.379
0  	0.464  	0.762  	1.163  	2.057  	3.468  	5.492  	7.627
0  	0.445  	0.834  	1.367  	2.378  	4.491  	6.436  	5.045
0  	0.398  	0.792  	1.215  	2.112  	3.643  	6.064  	10.446
0  	0.442  	0.685  	1.086  	2.091  	2.879  	5.544  	8.371
0  	0.503  	0.753  	0.993  	1.685  	2.195  	4.043  	6.407
0  	0.524  	0.737  	1.155  	1.915  	2.96  	3.94  	6.444
0  	0.528  	0.666  	1.133  	1.405  	3.141  	3.92  	4.978
0  	0.509  	0.707  	0.957  	1.655  	3.479  	5.174  	7.303
0  	0.519  	0.688  	1.082  	1.756  	3.181  	5.09  	7.026
0  	0.512  	0.716  	1.124  	1.701  	3.386  	4.079  	6.586
0  	0.593  	0.81  	1.092  	2.002  	3.679  	5.162  	7.224
0  	0.517  	0.776  	1.008  	1.487  	3.376  	4.179  	6.132
0  	0.599  	0.738  	1.27  	2.207  	3.362  	4.875  	6.874
0  	0.217  	0.625  	1.086  	2.485  	3.674  	4.205  	5.725
0  	0.412  	0.862  	1.186  	2.093  	3.185  	4.747  	6.423
0  	0.437  	0.906  	1.347  	2.187  	3.234  	4.352  	6.953
0  	0.768  	0.702  	1.158  	1.794  	3.12  	4.979  	4.986
0  	0.807  	0.944  	1.111  	1.805  	2.924  	3.384  	4.305
0  	0.955  	1.212  	1.292  	1.382  	1.905  	2.551  	2.117
0  	0.902  	0.976  	1.189  	2  	2.61  	2.506  	3.504
0  	0.832  	1.035  	1.288  	1.843  	2.517  	3.301  	3.534
0  	0.859  	0.988  	1.467  	2.793  	3.857  	5.577  	5.453
0  	0.625  	0.807  	1.585  	2.601  	4.759  	4.507  	6.926
0  	0.71  	1.027  	1.239  	2.488  	3.273  	4.947  	6.306
0  	0.796  	1.059  	1.423  	2.265  	3.65  	4.274  	5.478
0  	0.55  	1.015  	1.87  	2.702  	3.674  	4.937  	6.05
0  	0.588  	0.816  	1.202  	2.598  	3.271  	4.033  	6.386
0  	0.631  	1.019  	1.64  	1.852  	3.319  	4.283  	6.897
