cw.dat auto written
1 2
1985  2020
0  7
1
0  	0.313  	0.648  	1.127  	2.078  	3.5  	5.562  	8.491
0  	0.319  	0.662  	1.138  	2.07  	3.475  	5.516  	7.991
0  	0.321  	0.666  	1.124  	1.989  	3.308  	4.852  	7.423
0  	0.328  	0.683  	1.139  	2.004  	3.324  	5.41  	8.1
0  	0.303  	0.703  	1.125  	2.012  	3.237  	5.067  	7.661
0  	0.326  	0.699  	1.117  	2.001  	3.27  	5.166  	7.593
0  	0.326  	0.687  	1.17  	2.013  	3.369  	5.343  	7.491
0  	0.333  	0.683  	1.143  	2.017  	3.34  	5.097  	7.365
0  	0.34  	0.678  	1.154  	1.947  	2.749  	4.659  	7.589
0  	0.328  	0.699  	1.318  	2.384  	3.897  	5.782  	5.147
0  	0.291  	0.665  	1.174  	2.091  	3.634  	5.928  	9.171
0  	0.261  	0.664  	1.096  	1.985  	2.872  	5.451  	6.462
0  	0.294  	0.761  	1.005  	1.702  	2.302  	4.036  	6.4
0  	0.294  	0.705  	1.139  	1.907  	2.935  	3.952  	6.418
0  	0.308  	0.601  	1.128  	1.472  	3.085  	3.901  	4.975
0  	0.314  	0.6  	0.927  	1.669  	3.059  	5.07  	7.206
0  	0.371  	0.62  	1.083  	1.741  	3.131  	4.26  	6.9
0  	0.339  	0.672  	1.127  	1.726  	3.281  	3.942  	6.588
0  	0.373  	0.647  	1.101  	1.977  	3.654  	5.135  	7.218
0  	0.287  	0.71  	0.948  	1.547  	3.359  	4.176  	6.128
0  	0.325  	0.607  	1.268  	2.133  	3.348  	4.877  	6.868
0  	0.305  	0.526  	1.072  	2.318  	3.556  	4.211  	5.729
0  	0.357  	0.693  	1.108  	2.038  	3.146  	4.687  	6.439
0  	0.413  	0.802  	1.308  	2.081  	3.135  	4.324  	6.926
0  	0.422  	0.471  	1.165  	1.847  	3.119  	4.683  	4.798
0  	0.516  	0.804  	1.043  	1.545  	2.789  	3.347  	4.628
0  	0.429  	0.965  	1.247  	1.306  	1.949  	2.594  	2.361
0  	0.41  	0.82  	1.183  	1.864  	2.67  	2.559  	3.555
0  	0.385  	0.744  	1.152  	1.395  	2.333  	3.288  	3.513
0  	0.332  	0.759  	1.308  	2.409  	3.305  	5.143  	4.681
0  	0.338  	0.666  	1.424  	2.37  	4.285  	3.838  	6.535
0  	0.483  	0.835  	1.202  	2.218  	2.814  	4.49  	6.149
0  	0.28  	0.713  	1.257  	2.097  	3.429  	4.118  	5.434
0  	0.145  	0.759  	1.679  	2.39  	3.441  	4.79  	5.961
0  	0.262  	0.567  	1.01  	2.383  	3.158  	3.927  	6.034
0  	0.353  	0.693  	1.277  	1.593  	2.736  	3.946  	6.558
