sw.dat auto written
1 2
1985  2021
0  7
1
0.005  	0.063  	0.301  	0.874  	2.078  	3.5  	5.562  	8.491
0.005  	0.063  	0.301  	0.874  	2.07  	3.475  	5.516  	7.991
0.005  	0.063  	0.301  	0.874  	1.989  	3.308  	4.852  	7.423
0.005  	0.063  	0.301  	0.874  	2.004  	3.324  	5.41  	8.1
0.005  	0.063  	0.301  	0.874  	2.012  	3.237  	5.067  	7.661
0.005  	0.063  	0.301  	0.874  	2.001  	3.27  	5.166  	7.593
0.005  	0.063  	0.301  	0.874  	2.013  	3.369  	5.343  	7.491
0.005  	0.063  	0.301  	0.874  	2.017  	3.34  	5.097  	7.365
0.005  	0.063  	0.301  	0.874  	1.947  	2.749  	4.659  	7.589
0.005  	0.063  	0.301  	0.874  	2.384  	3.897  	5.782  	5.147
0.005  	0.063  	0.301  	0.874  	2.091  	3.634  	5.928  	9.171
0.005  	0.057  	0.259  	0.99  	1.985  	2.872  	5.451  	6.462
0.005  	0.05  	0.327  	0.896  	1.702  	2.302  	4.036  	6.4
0.005  	0.081  	0.316  	0.735  	1.907  	2.935  	3.952  	6.418
0.005  	0.042  	0.285  	0.801  	1.472  	3.085  	3.901  	4.975
0.005  	0.059  	0.234  	0.801  	1.669  	3.059  	5.07  	7.206
0.005  	0.043  	0.388  	0.895  	1.741  	3.131  	4.26  	6.9
0.005  	0.043  	0.433  	1.117  	1.726  	3.281  	3.942  	6.588
0.005  	0.054  	0.321  	1.032  	1.977  	3.654  	5.135  	7.218
0.005  	0.067  	0.536  	0.87  	1.547  	3.359  	4.176  	6.128
0.005  	0.051  	0.35  	1.038  	2.133  	3.348  	4.877  	6.868
0.005  	0.043  	0.31  	0.795  	2.318  	3.556  	4.211  	5.729
0.005  	0.073  	0.411  	0.908  	2.038  	3.146  	4.687  	6.439
0.005  	0.043  	0.465  	1.019  	2.081  	3.135  	4.324  	6.926
0.005  	0.051  	0.559  	1.327  	1.847  	3.119  	4.683  	4.798
0.005  	0.066  	0.369  	1.082  	1.545  	2.789  	3.347  	4.628
0.005  	0.045  	0.36  	0.767  	1.306  	1.949  	2.594  	2.361
0.005  	0.05  	0.301  	0.882  	1.864  	2.67  	2.559  	3.555
0.005  	0.049  	0.391  	0.866  	1.395  	2.333  	3.288  	3.513
0.005  	0.039  	0.345  	0.965  	2.409  	3.305  	5.143  	4.681
0.005  	0.057  	0.415  	0.891  	2.37  	4.285  	3.838  	6.535
0.005  	0.045  	0.357  	0.695  	2.218  	2.814  	4.49  	6.149
0.005  	0.043  	0.241  	1.033  	2.097  	3.429  	4.118  	5.434
0.005  	0.074  	0.327  	0.948  	2.39  	3.441  	4.79  	5.961
0.005  	0.05  	0.487  	0.892  	2.383  	3.158  	3.927  	6.034
0.005  	0.046  	0.324  	0.958  	1.593  	2.736  	3.946  	6.558
0.005  	0.057  	0.379  	0.933  	2.122  	3.112  	4.221  	6.184
