"year";"Elsewhere Europe";"North Sea";"EEminCI";"NSminCI";"EEmaxCI";"NSmaxCI"
"1";1960;1.54082104580881;2.08902188930481;0.620649736771459;0.498621304974064;3.82523242103878;8.75215802145005
"2";1961;1.33827169370036;1.17533361173724;0.625444159422629;0.280536255873952;2.86351882766472;4.92417315036811
"3";1962;1.52164839599512;1.79554932410544;0.745337333307565;0.42857336809845;3.10653141545918;7.52262649823562
"4";1963;1.95165016823185;2.24855510802566;0.955961794963735;0.536699729193817;3.98440439693919;9.42053777709735
"5";1964;1.23596677324715;1.16771737801795;0.497853046958769;0.335935456418414;3.06840316415194;4.05900552880839
"6";1965;1.3575402866966;0.783526577409662;0.664953520016246;0.225409301388359;2.77149541212935;2.72355175108583
"7";1966;0.756902909590267;0.883916811619202;0.40337739167853;0.254290124594379;1.42026307464149;3.07250991798966
"8";1967;0.811589518023214;0.977665448800829;0.432521607125356;0.281260256077452;1.5228777820902;3.39838178030996
"9";1968;1.28469903766708;1.24435801182943;0.684656566040409;0.357983861952427;2.41062701980324;4.32540967952866
"10";1969;0.674678251594069;0.898670989908431;0.359557282581424;0.286845866332078;1.26597559060968;2.81548260893549
"11";1970;1.01714642446469;0.986055826066714;0.542069354546163;0.314738142052099;1.90858760069085;3.08925408843255
"12";1971;0.551822412523247;0.683392935852332;0.30171158370504;0.232856110847775;1.00926842524108;2.00564160877091
"13";1972;0.498413433185256;1.08950740850008;0.278504115748605;0.371233655739728;0.891965096141519;3.1975182605986
"14";1973;0.55084669455058;0.468124842829706;0.307802842709157;0.167333834028106;0.985800125257495;1.3096028651177
"15";1974;0.822407544194313;1.3137397590345;0.468248274714611;0.447637537507365;1.44443494033149;3.85560193204221
"16";1975;0.708764588851288;0.538577510851575;0.416110720497749;0.199090449559651;1.20724417243716;1.45695454421167
"17";1976;1.16455304465214;0.971628932476337;0.683700927064405;0.369881577662037;1.98359215283149;2.5523379358128
"18";1977;1.13886278291637;0.772091671357464;0.651584833722205;0.285411245094083;1.99054424103584;2.08865473672229
"19";1978;1.08533875681671;0.599514912220745;0.620973893513394;0.221616556552872;1.8969561029107;1.62180179841076
"20";1979;1.4137239020447;1.0431939252159;0.829880364549461;0.406010312783509;2.40831733896672;2.68035941783486
"21";1980;1.10663663560158;0.856405432936153;0.657952764425102;0.325555214154929;1.86129568788368;2.25285983351975
"22";1981;0.866992351457272;0.621986517568626;0.503473099571741;0.246604540795524;1.49298093209904;1.56877576864217
"23";1982;0.891121890197949;0.31363019549587;0.530638223830249;0.122129859715916;1.49649645941073;0.805404180071768
"24";1983;0.482844651902303;0.256320075003396;0.284162451654216;0.099812885532414;0.820442519810295;0.65823145477956
"25";1984;0.537478447253029;0.0994276238632466;0.316298716771045;0.039420956616605;0.913323595525798;0.25077657255347
"26";1985;0.540513153430919;0.078116820494591;0.328334273974626;0.0309716723792964;0.889808016370579;0.197026417219346
"27";1986;0.331835314421358;0.0778906431251564;0.199582192682273;0.0308819978208417;0.551725955192905;0.196455952158509
"28";1987;0.576646302627963;0.0960946047632768;0.35348994209608;0.0373729408376315;0.940680112035889;0.247081788525251
"29";1988;0.664961368654047;0.0893249403176617;0.403778405185268;0.0359998282443195;1.0950898218526;0.221638417511418
"30";1989;0.434305923511481;0.0415934046239461;0.263531691805557;0.0167630162106303;0.715745548115453;0.103204058653491
"31";1990;0.345560156761168;0.142466760939296;0.209963117574211;0.056652514424706;0.568727609498356;0.358267910588679
"32";1991;0.1724394045437;0.0316172690366895;0.103713598185505;0.0126037653027664;0.286706360203612;0.0793137350089335
"33";1992;0.217710256635638;0.0724412282850373;0.1309417307333;0.0293383887470678;0.361975938296512;0.178869112434451
"34";1993;0.238007061144365;0.0646675283609579;0.144613618163985;0.0261900734054462;0.39171526080166;0.159674589665169
"35";1994;0.23127109191487;0.06564750786314;0.144041042621232;0.0265869609276462;0.371326928645908;0.162094317600615
"36";1995;0.306630972778333;0.0455404995194342;0.189544261300144;0.0184437082344831;0.496045371260814;0.112446861016922
"37";1996;0.250656271126688;0.0477233441343436;0.156111116605253;0.0193277510013267;0.402460552594762;0.117836657519473
"38";1997;0.421580447434052;0.0408531181389234;0.264385046568988;0.016545338750657;0.672239508115747;0.100872958047266
"39";1998;0.163104195701558;0.0289328455072392;0.102248779611598;0.0117176791330796;0.260178935694941;0.0714398764156779
"40";1999;0.206841502466237;0.0590062437156122;0.127797735432559;0.0235520505500607;0.334774376069189;0.147831577977708
"41";2000;0.201699897495389;0.0436517232837952;0.125563420960657;0.0176787619080712;0.324002391288765;0.107783166918215
"42";2001;0.0857486295187783;0.00922574068798136;0.0541098107603245;0.00373638566312856;0.135887140631807;0.0227798463316569
"43";2002;0.134463543053624;0.0244946066612789;0.0843104697587462;0.00978113357886775;0.214450761124576;0.0613411268390247
"44";2003;0.128518127679634;0.0167227900356465;0.0815722128659635;0.00656367861915288;0.202482053164584;0.0426059413939453
"45";2004;0.0707314628275412;0.0062575815839552;0.044627331691693;0.00253580380305579;0.11210483898716;0.0154417811159793
"46";2005;0.0763023713579118;0.00886642912307714;0.0481393174343929;0.00354171021548802;0.120941720513078;0.0221964984743164
"47";2006;0.0563667769671505;0.00460906491610056;0.0357748449752892;0.00189361188657594;0.0888113854262425;0.0112184970697675
"48";2007;0.0633657499064367;0.0120099950643777;0.0399584362890509;0.00503948865436385;0.100484869632031;0.0286219478481163
"49";2008;0.0597834886806066;0.0112462848291021;0.0377215589349909;0.0047857103918725;0.0947486164340062;0.0264284530614493
"50";2009;0.0425864369967407;0.00791766199381894;0.0255172493097959;0.00339453621499148;0.0710736723249061;0.01846772798343
"51";2010;0.0455145041858473;0.00728621169727035;0.0277659496053167;0.00305645903657486;0.0746082925572566;0.0173694069713206
"52";2011;0.0374607425471618;0.00498182451808846;0.0228527830490058;0.00215181951342145;0.0614064041642309;0.0115337626479486
"53";2012;0.0463599010506613;0.00523719021286132;0.0282033870010842;0.00229236611749652;0.0762050467677689;0.0119650003183805
"54";2013;0.0716969231994584;0.0176396974559743;0.0448061437060313;0.00770015720254666;0.114726427473764;0.0404094251784105
"55";2014;0.102937156331714;0.0241362147280284;0.0646631057457207;0.0106148525540271;0.163865592774454;0.0548812956593052
"56";2015;0.0631297296835442;0.0078063882064672;0.0399040306763898;0.0034317687720924;0.0998736895086489;0.0177575183169799
