"year";"Elsewhere Europe";"North Sea";"EEminCI";"NSminCI";"EEmaxCI";"NSmaxCI"
"1";1960;1.52048111818896;2.08076635205517;0.61493762969138;0.508345557658664;3.7595078250934;8.51701868269726
"2";1961;1.30372135710347;1.17433029342214;0.611403408017282;0.286896982592744;2.7799802138487;4.80678334636417
"3";1962;1.50558796341544;1.79507219099431;0.739868111169839;0.438548505490427;3.06378269499588;7.3476117933127
"4";1963;1.94605091588919;2.24651803310895;0.956318096561446;0.548839835478431;3.96009882156385;9.19547552280768
"5";1964;1.19975226578793;1.16378709121198;0.485223266316684;0.343683156028316;2.96648079180075;3.94084018932853
"6";1965;1.35163083566642;0.788405276549747;0.664211309922307;0.23282747825619;2.75048902154044;2.66971443726041
"7";1966;0.756222310982888;0.882744321225472;0.404174143964253;0.260687162261693;1.41491530858263;2.98916728347971
"8";1967;0.808016576445626;0.977987459486361;0.431856351433704;0.288813838175803;1.51182397953255;3.31168159030657
"9";1968;1.28605884088445;1.24165134720429;0.687353075349682;0.366677596715368;2.40625582620057;4.20450576153134
"10";1969;0.673143499202962;0.895741510337175;0.359771450278742;0.293888258045362;1.25947228488569;2.73012899078561
"11";1970;1.01387476200929;0.98557389496984;0.541880288468947;0.323361808987327;1.89699100504981;3.00392895960108
"12";1971;0.554957607589901;0.848783838350535;0.304267900149791;0.277503135098608;1.01219335352263;2.59612924368969
"13";1972;0.501621954024902;1.08940385006265;0.281050423646579;0.381999156648299;0.895300499799918;3.10681510122807
"14";1973;0.555206901572357;0.472551422983527;0.311073177013833;0.173976509095919;0.99093951626652;1.283534475569
"15";1974;0.82952392022457;1.31096698017526;0.473528068562281;0.459690206521592;1.45315553587767;3.73867965583711
"16";1975;0.714364542614649;0.542019441566602;0.42043294402403;0.206687817599012;1.21378856485583;1.42139521549418
"17";1976;1.16194705582445;0.977610289729989;0.683853680212471;0.383968649093513;1.97428338781422;2.48906227329303
"18";1977;1.1454653526893;0.741890875258781;0.657047744199338;0.29137930626554;1.99694905856576;1.88895387886828
"19";1978;1.1012731373505;0.548810803950355;0.631711594810196;0.215546674934246;1.91986744111323;1.39734606727066
"20";1979;1.47468163972069;0.945717907249417;0.867791024231333;0.387333137017975;2.50600188041308;2.30907783149654
"21";1980;1.14736724518895;0.813861581734682;0.68380598478324;0.326946909308633;1.92518290952044;2.02592731530737
"22";1981;0.893314090811445;0.579241143470729;0.520057953726676;0.241103673945081;1.53446372490571;1.39160178191935
"23";1982;0.920559830811496;0.291342958443738;0.54948559535706;0.119438581285676;1.54222496324589;0.710664163296867
"24";1983;0.489435421681937;0.233571642985021;0.288749373964071;0.0957547277466898;0.829601909463473;0.569744321669882
"25";1984;0.5382209307889;0.0967998271769398;0.317513717042808;0.0402920169478405;0.912344112365433;0.232557396012602
"26";1985;0.522396834951238;0.0783196794737511;0.318037610957742;0.0325998294081414;0.85806974950309;0.188159640839692
"27";1986;0.340669623675595;0.0808001721451591;0.205379954028191;0.03309622439834;0.565078481219942;0.197263220726011
"28";1987;0.589683853842759;0.0927754006609873;0.362272379452304;0.0380009070915391;0.959849735186972;0.226501829208259
"29";1988;0.697467425529649;0.0934867074954462;0.424449019816901;0.0389249091842567;1.14609950067692;0.224528834144947
