"year";"Elsewhere Europe";"North Sea";"EEminCI";"NSminCI";"EEmaxCI";"NSmaxCI"
"30";1989;0.450778110655666;0.0395641574358921;0.271686358174029;0.0166982794410142;0.747924578959283;0.0937415473936388
"31";1990;0.354097935883272;0.145863980930769;0.215648558935236;0.0598930679909997;0.581433740229397;0.35523812098203
"32";1991;0.173069668109526;0.032943299364804;0.104338743491426;0.0135497070199326;0.287075625191928;0.080094792562127
"33";1992;0.220104662617745;0.0777173752098619;0.13269479386536;0.032447771371577;0.365093920378124;0.186145000232628
"34";1993;0.241164576144126;0.0691657141730734;0.146871212852401;0.0288773684672118;0.395995591356794;0.165662464102401
"35";1994;0.236287857263192;0.0676015621315751;0.147479492731129;0.0282243195486673;0.3785743390901;0.161916080731342
"36";1995;0.311217346137179;0.0490003426893092;0.192808203812939;0.0204581268013523;0.502344996847945;0.117363315174634
"37";1996;0.250113913128226;0.0490746198727879;0.156103758452899;0.0204891382587148;0.400739675715041;0.117541220389505
"38";1997;0.411358405365615;0.0426494528656273;0.258501675375538;0.017806567604346;0.654602092690942;0.102151962700179
"39";1998;0.163437769301607;0.0310124105654068;0.10266540236628;0.0129479875637914;0.260184091413629;0.07427946654559
"40";1999;0.191201516308863;0.0660479666028117;0.118389177440226;0.027152566990306;0.308795285424349;0.16066009132483
"41";2000;0.193664706601411;0.0472870286423031;0.12080960266145;0.0197428012729895;0.310455607474477;0.113259665986568
"42";2001;0.0880843897289129;0.0100726993553077;0.0556957895433922;0.00420545141794988;0.139307832378786;0.0241256555406547
"43";2002;0.123136897061217;0.0255864191368098;0.0773708835606294;0.0105274916457164;0.19597417943383;0.0621862136087174
"44";2003;0.131477615669177;0.0191441845468173;0.0836145906684725;0.00773797811831294;0.206738600091834;0.0473637682038968
"45";2004;0.0726017765152278;0.0064805628678546;0.0458979645069198;0.00270691826796919;0.114842085260064;0.0155149475997012
"46";2005;0.0738639114768742;0.010878301270177;0.0466951791775726;0.00447670818874421;0.116840271624526;0.0264340299915616
"47";2006;0.05977030953534;0.00452860935666484;0.0382001976557222;0.00193652305624083;0.0935201941662001;0.0105902703503479
"48";2007;0.0642812476085872;0.0131234860382227;0.0408335316136952;0.00566512854970824;0.101193275007607;0.0304010552071755
"49";2008;0.0572832290424384;0.0117025035149354;0.0364090570299035;0.00514946587265635;0.0901250567086481;0.0265947171811105
"50";2009;0.0430725534599828;0.00825590570449573;0.0258543689796428;0.00366032614803044;0.071757499207343;0.0186212857119853
"51";2010;0.0478564238776219;0.00704111869046719;0.0294590518658554;0.00305788603692498;0.0777430759409174;0.0162129496699954
"52";2011;0.0369005094342121;0.00466165767554834;0.022714902895351;0.00209231740812217;0.0599451207331843;0.0103861164657145
"53";2012;0.0494837343175202;0.00516643710741354;0.030141610460709;0.00234937016122346;0.0812378610359538;0.0113613737100327
"54";2013;0.0708919085325704;0.0173622426230133;0.0435583782962733;0.0078736554579365;0.115377635531034;0.038285580377603
"55";2014;0.120438237637143;0.0252953991024376;0.0740013130542942;0.0115132197727119;0.196015023064502;0.0555758709017404
"56";2015;0.0763988497794517;0.00869113713297548;0.0473219538912035;0.00395451984170109;0.123341996001315;0.0191011469629376
"57";2016;0.114760302018363;0.0171936139859508;0.0699253347779649;0.00775551556181402;0.188342708135251;0.0381174352035905
"58";2017;0.105947500334572;0.0114976886900202;0.0650977155876342;0.00525214255861756;0.172431132579965;0.0251700793984948
"59";2018;0.104232105824238;0.0175778296750706;0.0615863638603538;0.00802955009598603;0.176408074832766;0.0384803746651074
"60";2019;0.0620021668817847;0.0137520764166998;0.0374343047679283;0.00625926784058276;0.102693738320212;0.0302143334631841
"61";2020;0.0709888178631213;0.00853582705751228;0.0428600672629676;0.00385351439940468;0.117578263017744;0.018907505202787
"62";2021;0.0540042664380569;0.00597253628522114;0.0319600351350295;0.00353458128608874;0.0912533663117311;0.0100920552651247
