"year";"Elsewhere Europe";"North Sea";"EEminCI";"NSminCI";"EEmaxCI";"NSmaxCI"
"1";1960;1.69724396264616;2.07984442354086;0.585203681203694;0.45765160151316;4.92245206457643;9.45206530870106
"2";1961;2.15586008755722;1.17165895665204;0.743332889770088;0.257813320972424;6.25255895586666;5.3247237401274
"3";1962;1.79668838050348;1.79036717304178;0.619491762755955;0.393954660629964;5.21086692464689;8.13650639182673
"4";1963;1.57982092139295;2.24147696593552;0.544716634254717;0.493217430883044;4.5818944873708;10.1866208982603
"5";1964;1.51942746545396;1.16290940812823;0.523893185467204;0.312441119665853;4.4067376457989;4.32836207013805
"6";1965;0.950523462364114;0.783557108018942;0.327737108800033;0.210519803555137;2.75676701919014;2.91640848584683
"7";1966;1.04385101132585;0.881638212765278;0.411699112936083;0.236871443649212;2.64665358658464;3.28146747549296
"8";1967;0.765360607699082;0.976050546436963;0.301861357461074;0.262237387923519;1.94054934604554;3.63287125738813
"9";1968;0.93628330530083;1.24073724790529;0.369273969241656;0.333351275892259;2.37391882667845;4.61803817675244
"10";1969;0.759300011665699;0.895928940956808;0.299471033570274;0.268804369279122;1.92518288277201;2.98614441944017
"11";1970;0.873996227784279;0.984335087745665;0.344707690833426;0.295328747990004;2.2159917706921;3.28080341504736
"12";1971;0.543627975085779;0.848824515450684;0.214409099269619;0.253761105865637;1.37835276722204;2.8392966509674
"13";1972;0.389343177686658;1.08993310144378;0.153558543453169;0.350595334102456;0.987168193981822;3.38839125929637
"14";1973;0.363146823189701;0.474019878415912;0.143226593978062;0.160437535044172;0.920748106409421;1.40051294774364
"15";1974;0.631555730721424;1.31034273036759;0.272737744438532;0.421493802448434;1.46244019810381;4.07360217648103
"16";1975;0.907186661038016;0.542581442005292;0.44031467762427;0.190525204749844;1.86908972102805;1.54517414950466
"17";1976;1.196979923611;0.981535342609755;0.580969553260892;0.355457810538773;2.46615494647858;2.71034029982852
"18";1977;1.28589437067268;0.746036110632612;0.623823282607324;0.27016562193891;2.65062939878847;2.06010622067113
"19";1978;1.13706709112145;0.550852101463323;0.545155556473616;0.199482703943109;2.37165622611418;1.52112454708403
"20";1979;1.74250346818889;0.947656594098464;0.835426031827933;0.358477946582684;3.63445502171719;2.50518345381997
"21";1980;1.34028975246608;0.815810480917608;0.669948045609279;0.302447241602705;2.68136705874242;2.2005383062785
"22";1981;1.00178277390486;0.581645415555137;0.500744268370124;0.223757034310169;2.0041541950326;1.51195867642465
"23";1982;1.06026619861694;0.293534523593756;0.570088841113487;0.11115650557114;1.9719109213468;0.775145962880865
"24";1983;0.469234595542151;0.235425131564722;0.245332826526787;0.0891514722969266;0.897479186828531;0.621694641089816
"25";1984;0.583027972507925;0.0967441004257524;0.31348518100205;0.0372171299203157;1.08433073499726;0.251481535175528
"26";1985;0.629239299506316;0.0788799215927237;0.346325127587531;0.0303448404305928;1.14326701848432;0.205044480121944
"27";1986;0.332059986958977;0.0814458014968105;0.173612977284784;0.0308119997342816;0.635112862319768;0.2152868570253
"28";1987;0.740341298550489;0.0935224337797172;0.407412475740055;0.035380313968606;1.34533248483323;0.247212210378986
"29";1988;0.941645420281229;0.0941303628896164;0.505600546972978;0.0362229007167019;1.75374829565602;0.244611144950228
"30";1989;0.518630133872927;0.0397062439311369;0.270992749159474;0.0154968647328441;0.99256240838666;0.101735792000399
"31";1990;0.433045829700014;0.146380681901081;0.232842087699054;0.055519864949092;0.805390006908685;0.385939412018978
"32";1991;0.201211546303426;0.0330245779474087;0.105200677557481;0.0125481116674617;0.384846251049044;0.0869152887308575
"33";1992;0.206702087075184;0.0782499212064161;0.108071330956641;0.0301957473651003;0.395347706214326;0.202778559999718
"34";1993;0.218327832079961;0.069432448228524;0.117391520106596;0.0267931856457513;0.406051835920109;0.179928767364441
"35";1994;0.23285825841138;0.0679029133043282;0.13075131356227;0.026202955656442;0.414703049882226;0.175965097055054
"36";1995;0.31395620231949;0.0490687072210771;0.17275489639803;0.0189350514854988;0.57056847030126;0.127157722818537
"37";1996;0.250707229137898;0.0487325161009329;0.140755263222142;0.0188053191870664;0.446548948175427;0.126286509785009
"38";1997;0.53248159406007;0.04248101434817;0.304306370323785;0.0163929363415814;0.93174732987373;0.110086231194096
"39";1998;0.161550140830677;0.0310582934366446;0.0921906920474681;0.0119850393169109;0.283092006609234;0.0804851419916204
"40";1999;0.167376923000794;0.0661057050742767;0.0939058361772542;0.0251020297041268;0.298331131414805;0.174088083508594
"41";2000;0.134592011812858;0.0476185871593116;0.076862460226818;0.0183754667810155;0.235680845895069;0.123399849923357
"42";2001;0.0899097082459017;0.0101138078214968;0.0521537713107292;0.00390280247147461;0.154998486853436;0.026209143147212
"43";2002;0.116018228643858;0.0257956949793773;0.0662516385477503;0.00980403885901218;0.203168248706138;0.0678718117133325
"44";2003;0.152680264504009;0.0194059088337406;0.0885649809565106;0.00724065326043487;0.263210841545383;0.0520104034978792
"45";2004;0.0624199677770753;0.00649936175043669;0.0350154259111575;0.00250878787792961;0.11127245423708;0.0168374949251986
"46";2005;0.06877576485775;0.0110099553796024;0.0385786197081026;0.00418479000526672;0.122609514481283;0.0289665950521474
"47";2006;0.0540123668571875;0.00482146410231171;0.0313141238054383;0.00188516030406125;0.0931635766544665;0.0123313205989962
"48";2007;0.0650445708331067;0.0133317333634559;0.0370876867361485;0.00521261882030104;0.114075494245894;0.0340970864361069
"49";2008;0.0437781649366914;0.0126211982135512;0.0245373730224129;0.0050629097101843;0.0781064755169009;0.031463062441212
"50";2009;0.0374004959000618;0.00943605717139852;0.0205691050874166;0.00378521156791862;0.0680047618807814;0.023522905746286
"51";2010;0.0467641924169846;0.00758340640663272;0.0271088867251947;0.00298348241824436;0.0806705828454509;0.0192754790095257
"52";2011;0.0359633862674841;0.00479314466085003;0.0208477322966783;0.00192397071940734;0.0620386492602046;0.0119410526927936
"53";2012;0.0466169587882547;0.0043617382195116;0.0269708145960495;0.00180428436514133;0.080573793532515;0.0105442139072452
"54";2013;0.0646890950622339;0.010758917226411;0.0379939221855547;0.00439671415825975;0.110140748289519;0.0263274563044555
"55";2014;0.101738286085454;0.0305492931891714;0.0597540670665384;0.0125621281675549;0.173221328082651;0.0742914975798729
"56";2015;0.0783147134336892;0.00855870742786111;0.0459966726280687;0.00351769441380263;0.133339956778921;0.0208237169631059
"57";2016;0.132168595286573;0.0174571101941651;0.0764885153155102;0.00706965084475307;0.228381182560144;0.0431068949547067
"58";2017;0.113987300674024;0.0132928516727708;0.0669482951923167;0.00549874459086836;0.194076707668598;0.0321345904822944
"59";2018;0.131371273561422;0.0196099062082851;0.071141620207033;0.00811186857001668;0.242592331562385;0.047405652369556
"60";2019;0.0618248071886489;0.0162792092366523;0.0351956622140865;0.00669414875267091;0.108601644164655;0.039588700992784
"61";2020;0.0857051209103148;0.00733809560301187;0.048790261106236;0.00297565239931755;0.150549875809393;0.0180960810783181
"62";2021;0.0609033941385496;0.00591520194211059;0.0346711196567276;0.00336740960384031;0.106983087201102;0.010390661705082
