
Country Name En,FAO major fishing area Name En,Inland/Marine areas Name En,Unit Name,2021,2021 Flag,2020,2020 Flag,2019,2019 Flag,2018,2018 Flag,2017,2017 Flag,2016,2016 Flag,2015,2015 Flag,2014,2014 Flag,2013,2013 Flag,2012,2012 Flag,2011,2011 Flag,2010,2010 Flag,2009,2009 Flag,2008,2008 Flag,2007,2007 Flag,2006,2006 Flag,2005,2005 Flag,2004,2004 Flag,2003,2003 Flag,2002,2002 Flag,2001,2001 Flag,2000,2000 Flag,1999,1999 Flag,1998,1998 Flag,1997,1997 Flag,1996,1996 Flag,1995,1995 Flag,1994,1994 Flag,1993,1993 Flag,1992,1992 Flag,1991,1991 Flag,1990,1990 Flag,1989,1989 Flag,1988,1988 Flag,1987,1987 Flag,1986,1986 Flag,1985,1985 Flag,1984,1984 Flag,1983,1983 Flag,1982,1982 Flag,1981,1981 Flag,1980,1980 Flag,1979,1979 Flag,1978,1978 Flag,1977,1977 Flag,1976,1976 Flag,1975,1975 Flag,1974,1974 Flag,1973,1973 Flag,1972,1972 Flag,1971,1971 Flag,1970,1970 Flag,1969,1969 Flag,1968,1968 Flag,1967,1967 Flag,1966,1966 Flag,1965,1965 Flag,1964,1964 Flag,1963,1963 Flag,1962,1962 Flag,1961,1961 Flag,1960,1960 Flag,1959,1959 Flag,1958,1958 Flag,1957,1957 Flag,1956,1956 Flag,1955,1955 Flag,1954,1954 Flag,1953,1953 Flag,1952,1952 Flag,1951,1951 Flag,1950,1950 Flag
Spain,"Atlantic, Northeast",Marine areas,Tonnes - live weight,27.144,,32.91,,23.71,,28,,28,,36,,30,,44,,50,,38,,34,,32,,47,,34,,29,,63,,28,,24,,9,,21,,51,,23,,18,,23,,39,,31,,23,,30,,22,,37,,20,,34,,41,,24,,43,,26,,15,,20,,38,,69,,,,44,,66,,,,,,,,,,,,,,500,,100,E,100,,100,,100,,100,,100,,100,,100,,200,,0,N,0,N,0,N,100,,100,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,100,
Spain,Europe - Inland waters,Inland waters,Tonnes - live weight,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,175,,195,,200,,200,,150,,150,,200,,250,,300,,300,,600,,600,,610,,570,,600,,700,,1000,,1000,,1000,,1200,,1200,,1200,,1200,,1200,,1600,,1000,,700,,300,,300,,400,,300,,400,,700,,600,,100,,100,,100,,,,,
Spain,Mediterranean and Black Sea,Marine areas,Tonnes - live weight,27.456,,25.56,,34.51,,17,,22,,19,,17,,21,,47,,27,,28,,32,,34,,26,,21,,23,,27,,33,,31,,72,,11,,47,,21,,0,,33,,37,,45,E,50,E,55,E,60,E,65,E,70,E,78,,25,,59,,0,,0,,0,,0,,0,,0,,0,,94,,55,,66,,65,,,,700,,,,,,,,,,200,,100,,200,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,,0,N
Sweden,"Atlantic, Northeast",Marine areas,Tonnes - live weight,70.35,,85.598,,85,,142,,141,,181,,158,,210,,268,,236,,355,,415,,422,,553,,587,,605,,557,,462,,469,,532,,462,,448,,596,,533,,931,,945,,973,,1127,,1015,,1048,,953,,813,,843,,829,,703,,830,,1115,,1073,,1212,,1161,,887,,1112,,951,,1076,,989,,935,,1399,,958,,1136,,1200,,1400,,1200,,1700,,1800,,1600,,2000,,1800,,2300,,1900,,1900,,2100,,1600,,2800,,1800,,2200,,1500,,2600,,2100,,2400,,1600,,1900,,2200,
Sweden,Europe - Inland waters,Inland waters,Tonnes - live weight,103,,89,,102,,102,,102,,93,,87,,110,,93,,100,,85,,108,,96,,113,,111,,125,,111,,106,,96,,102,,118,,113,,140,,112,,142,,97,,127,,171,,129,,132,,132,,128,,109,,136,,,,92,,96,,88,,90,,89,,89,,93,,87,,86,,95,,88,,93,,72,,77,,74,,69,,70,,73,,72,,67,,70,,68,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Europe - Inland waters,Inland waters,Tonnes - live weight,1.509,,1.509,,1.314,,2,,2,,2,,3,,2,,3,,3,,3,,4,,4,,5,,2,,3,,2,,2,,2,,2,,2,,2,,3,,3,,2,,3,,5,,5,,4,,7,,7,,11,,11,,13,,14,,10,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,Mediterranean and Black Sea,Marine areas,Tonnes - live weight,290,E,280,E,290,E,153,,153,,248,,112,,100,,99,,95,,92,,113,,108,,302,,250,,250,,181,,108,,166,,202,,135,,108,,206,,150,,202,,192,,130,,390,,373,,224,,234,,340,,280,,140,,120,,160,,116,,298,,349,,306,,441,,423,,93,,90,,136,,43,,78,,164,,200,,167,,96,,111,,100,,100,,100,,100,,200,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Türkiye,Asia - Inland waters,Inland waters,Tonnes - live weight,309,,320,,330,,111,,81,,75,,71,,56,,48,,38,,28,,182,,158,,171,,179,,162,,176,,165,,158,,147,,122,,176,,200,,300,,400,,342,,390,,329,,261,,245,,262,,230,,472,,756,,543,,517,,583,,616,,588,,424,,374,,224,,396,,283,,282,,499,,448,,588,,315,,220,,460,,441,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Europe - Inland waters,Inland waters,Tonnes - live weight,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Atlantic, Northeast",Marine areas,Tonnes - live weight,2.351,,1.263,,3.198,,2.196,,3.114,,1.902,,1.663,,1.282,,2,,0,N,1,,0,,1,,1,,2,,2,,3,,7,,16,,10,,12,,1,,7,,11,,34,,37,,52,,40,,38,,33,,46,,54,,58,,63,,106,,118,,59,,40,,68,,58,,69,,53,,29,,19,,10,,20,,22,,20,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N
United Kingdom,Europe - Inland waters,Inland waters,Tonnes - live weight,220,E,323.741,E,330,E,339,,330,E,354,,353,,399,,426,,418,,459,,461,,462,,415,,484,,403,,490,,497,,572,,561,,583,,795,,690,,730,,778,,857,,756,,833,,714,,749,,776,,985,,1017,,652,,833,,879,,722,,917,,1045,,974,,789,,1000,,850,,858,,732,,674,,811,,797,,800,,700,,800,,800,,600,,600,,600,,1000,,800,,600,,700,,700,,800,,800,,700,,500,,600,,600,,800,,400,,200,,100,,100,,100,
Un. Sov. Soc. Rep.,"Atlantic, Northeast",Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,87,,209,,135,,161,,134,,126,,119,,118,,119,,139,,161,,89,,170,,134,,148,,178,,429,,351,,300,,400,,400,,400,,400,,400,,400,,300,,300,,300,,300,,300,,200,,200,,400,,400,,400,,400,,400,,200,,200,,200,,100,
Un. Sov. Soc. Rep.,Former USSR area - Inland waters,Inland waters,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,376,,273,,283,,246,,296,,292,,359,,93,,96,,176,,1079,,543,,1348,,852,,246,,590,,800,,700,,300,,200,,200,,100,,0,,0,,0,,0,,0,N,100,,100,,0,N,100,,0,N,0,N,100,,0,N,100,,100,,100,,0,N,0,N,0,N
