
Country Name En,FAO major fishing area Name En,Inland/Marine areas Name En,Unit Name,2021,2021 Flag,2020,2020 Flag,2019,2019 Flag,2018,2018 Flag,2017,2017 Flag,2016,2016 Flag,2015,2015 Flag,2014,2014 Flag,2013,2013 Flag,2012,2012 Flag,2011,2011 Flag,2010,2010 Flag,2009,2009 Flag,2008,2008 Flag,2007,2007 Flag,2006,2006 Flag,2005,2005 Flag,2004,2004 Flag,2003,2003 Flag,2002,2002 Flag,2001,2001 Flag,2000,2000 Flag,1999,1999 Flag,1998,1998 Flag,1997,1997 Flag,1996,1996 Flag,1995,1995 Flag,1994,1994 Flag,1993,1993 Flag,1992,1992 Flag,1991,1991 Flag,1990,1990 Flag,1989,1989 Flag,1988,1988 Flag,1987,1987 Flag,1986,1986 Flag,1985,1985 Flag,1984,1984 Flag,1983,1983 Flag,1982,1982 Flag,1981,1981 Flag,1980,1980 Flag,1979,1979 Flag,1978,1978 Flag,1977,1977 Flag,1976,1976 Flag,1975,1975 Flag,1974,1974 Flag,1973,1973 Flag,1972,1972 Flag,1971,1971 Flag,1970,1970 Flag,1969,1969 Flag,1968,1968 Flag,1967,1967 Flag,1966,1966 Flag,1965,1965 Flag,1964,1964 Flag,1963,1963 Flag,1962,1962 Flag,1961,1961 Flag,1960,1960 Flag,1959,1959 Flag,1958,1958 Flag,1957,1957 Flag,1956,1956 Flag,1955,1955 Flag,1954,1954 Flag,1953,1953 Flag,1952,1952 Flag,1951,1951 Flag,1950,1950 Flag
Finland,Europe - Inland waters,Inland waters,Tonnes - live weight,2,,2,,2,,2,,1,,1,,11,,11,,3,,3,,9,,9,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,21,,21,,0,N,0,N,0,N,0,N,0,N,0,N,1,,1,,1,,24,,23,,23,,29,,29,,30,,63,,61,,62,,47,,9,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,"Atlantic, Northeast",Marine areas,Tonnes - live weight,61.732,,60.013,,70.203,,88.503,,71.623,,62.929,,63.687,,70.333,,65,,83,,64,,97,,59,,119,,127,,117,,74,,96,,176,,167,,180,,203,,78,,102,,241,,237,,300,,346,,275,,213,,185,,276,,366,,544,,616,,697,,407,,496,,605,,535,,335,,909,,1083,,580,,244,,1300,,795,,1114,,2917,,700,,600,,0,N,600,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Europe - Inland waters,Inland waters,Tonnes - live weight,20,E,30,E,30,E,30,E,34,,32,,39,,46,,38,,81,,190,E,280,E,370,E,460,E,550,E,640,E,730,E,820,E,910,E,1000,E,1106,,1194,,1263,,1345,,1537,,1562,,1832,,1694,,1736,,1585,,1925,,2170,,2266,,2816,,2720,,766,,320,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Mediterranean and Black Sea,Marine areas,Tonnes - live weight,451.3,,562.706,,584.189,,1118.091,,747.52,,724.097,,567.066,,441.5,,298,,175,,324,,203,,135,,2,,2,,2,,2,,105,,106,,105,,105,,65,,77,,307,,307,,126,,20,,261,,589,,941,,1265,,1398,,1306,,1565,,1362,,1224,,1501,,1810,,1251,,934,,1090,,1012,,2061,,1875,,1294,,1659,,795,,1379,,1020,,1900,,3921,,3091,,1300,,1900,,2000,,1300,,1700,,1400,,1400,,1300,,1300,,1300,,900,,600,,500,,500,,500,,500,,600,,700,,500,,500,
Germany,"Atlantic, Northeast",Marine areas,Tonnes - live weight,65,,65.575,,51,,54,,16,,39,,39,,47,,45,,42,,53,,74,,74,,85,,88,,117,,111,,123,,131,,136,,138,,136,,196,,167,,196,,146,,34,,35,,253,,250,,235,,187,,195,,225,,214,,295,,292,,353,,419,,449,,430,,456,,556,,528,,633,,691,,753,,668,,682,,700,,700,,900,,900,,1200,,1300,,1200,,1000,,1400,,1500,,400,,500,,400,,500,,400,,400,,400,,500,,300,,500,,400,,400,,400,
Germany,Europe - Inland waters,Inland waters,Tonnes - live weight,126.6,,129.7,,131.1,,128,,143,,141,,159,,156,,262,,214,,225,,224,,231,,243,,206,,186,,174,,120,,120,,500,,500,,550,,550,,550,,550,,550,,550,,550,,774,,776,,775,,791,,483,,521,,517,,592,,574,,558,,610,,578,,603,,595,,608,,634,,684,,631,,645,,617,,600,,600,,600,,700,,700,,600,,600,,500,,500,,500,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Europe - Inland waters,Inland waters,Tonnes - live weight,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,,8,,6,,3,,4,,5,,5,,5,,8,,10,,11,,9,,10,,10,,,,,,,,,,,,,,60,,95,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Mediterranean and Black Sea,Marine areas,Tonnes - live weight,2.6,,3.8,,5,,11,,21,,47,,20,,18,,5,,9,,9,,4,,13,,10,,15,,17,,15,,18,,18,,16,,24,,24,,16,,34,,21,,21,,31,,23,,17,,15,,41,,31,,4,,10,,5,,25,,13,,13,,22,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Europe - Inland waters,Inland waters,Tonnes - live weight,3.662,,3.933,,10,,116,,6,,3,,10,,155,,67,,17,,26,,235,,92,,52,,34,,90,,74,,13,,9,,18,,27,,76,,179,,182,,124,,579,,411,,501,,263,,421,,126,,151,,0,,0,,0,,0,,0,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,Asia - Inland waters,Inland waters,Tonnes - live weight,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,"Atlantic, Northeast",Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,87,,87,,88,,117,,144,,94,,75,,110,,76,,108,,150,,79,,67,,91,,200,,200,,200,,100,,100,,100,,100,,200,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,
Ireland,Europe - Inland waters,Inland waters,Tonnes - live weight,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,108,,94,,120,,87,,119,,81,,104,,110,,250,,250,,400,,400,,400,,400,,300,,260,,234,,245,,256,,400,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,Europe - Inland waters,Inland waters,Tonnes - live weight,40,E,40,E,40,E,40,E,40,E,40,E,40,E,40,E,40,E,40,E,40,E,44,,62,,56,,58,,56,,75,,133,,138,,157,,217,,329,,283,,269,,326,,346,,270,,550,,815,,920,,322,,400,,400,,500,,500,,400,,500,,700,,449,,494,,530,,543,,665,,555,,592,,576,,663,,639,,600,,600,,1000,,1000,,918,E,1106,E,1086,E,1157,E,1324,E,1384,E,1439,E,1089,E,934,E,1076,E,1414,E,754,E,776,E,796,E,814,E,830,,846,,873,,849,,895,
Italy,Mediterranean and Black Sea,Marine areas,Tonnes - live weight,0.71,,7.442,,1.4,,109,,98,,89,,36,,33,,9,,3,,8,,20,,25,,19,,51,,8,,40,,254,,320,,245,,229,,220,,362,,413,,684,,537,,616,,436,,492,,742,,784,,799,,901,,1665,,1576,,1528,,1407,,1661,,1627,,1593,,1810,,1721,,1757,,1682,,1870,,2101,,2310,,2058,,2310,,2293,,2408,,2292,,1500,E,1200,E,1200,E,1200,E,1200,E,1500,E,1500,E,1500,E,1200,E,1200,E,1200,E,1000,E,1000,E,1000,E,,,,,,,,,,,,
Latvia,"Atlantic, Northeast",Marine areas,Tonnes - live weight,1,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,2,,1,,1,,1,,1,,1,,1,,2,,4,,3,,2,,2,,2,,2,,2,,2,,2,,1,,2,,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,Europe - Inland waters,Inland waters,Tonnes - live weight,5.97,,6,,6,,65,,8,,4,,5,,4,,4,,4,,5,,7,,4,,12,,9,,6,,13,,9,,9,,9,,17,,13,,15,,25,,27,,25,,26,,38,,18,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,Mediterranean and Black Sea,Marine areas,Tonnes - live weight,0,,0,,0.3,,0,,0,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,"Atlantic, Northeast",Marine areas,Tonnes - live weight,0.002,,0.002,,0.006,,0,N,0,N,0,,0,,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Europe - Inland waters,Inland waters,Tonnes - live weight,10.08,,6.84,,4.608,,10,,12,,10,,6,,8,,14,,8,,11,,19,,9,,13,,15,,16,,22,,16,,12,,2,,12,,11,,18,,17,,11,,12,,10,,12,,10,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,Europe - Inland waters,Inland waters,Tonnes - live weight,0,,0,,0,,0,,0,,1,,1,,4,,10,,10,,10,,0,,6,,1,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,Mediterranean and Black Sea,Marine areas,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Africa - Inland waters,Inland waters,Tonnes - live weight,0,,0,,1.5,,1.5,,2,,2,,6,,2,,22,,22,,26,,26,,40,,40,,40,,50,,70,,50,,100,,200,,150,,100,,250,,300,,400,,100,,100,,150,,100,,50,,30,,50,,30,,35,,100,,100,,100,,100,,100,,50,,30,,20,,20,,20,,20,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,300,,300,,300,,300,,300,,300,,300,,300,,300,,,,,,,,,,,,,,,,,,,,,,,
Morocco,"Atlantic, Eastern Central",Marine areas,Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,1,,0,N,0,N,,,9,,1,,0,N,1,,0,N,1,,3,,1,,0,N,0,N,0,N,0,,3,,1,,0,N,0,N,0,N,4,,1,,2,,4,,4,,9,,12,,14,,3,,2,,5,,13,,26,,5,,2,,2,,3,,4,,7,,1,,0,N,0,N,0,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Mediterranean and Black Sea,Marine areas,Tonnes - live weight,0.013,,0.195,,0,,0,,0,N,0,N,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,N,5,,0,N,5,,33,,121,,86,,0,N,0,N,19,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands (Kingdom of the),"Atlantic, Northeast",Marine areas,Tonnes - live weight,6,,3,,5,,5,,12,,14,,9,,4,,5,,1,,3,,6,,3,,6,,8,,16,,17,,31,,16,,20,,34,,21,,40,,22,,31,,36,,40,,48,,44,,67,,133,,137,,120,,153,,,,,,,,,,316,,277,,175,,187,,177,,143,,146,,134,,173,,153,,205,,200,,300,,400,,500,,400,,400,,400,,200,,300,,200,,100,,200,,200,,100,,100,,100,,100,,100,,100,,100,,100,,100,,100,
Netherlands (Kingdom of the),Europe - Inland waters,Inland waters,Tonnes - live weight,533,,480,,490,E,487,,422,,331,,320,,324,,316,,340,E,369,,301,,250,E,250,E,250,E,300,E,300,E,300,E,350,E,353,,340,E,330,E,332,,322,,285,,300,,393,,310,,375,,22,,27,,72,,212,,280,,359,,685,,688,,723,,972,,876,,723,,690,,552,,748,,815,,1219,,1040,,876,,900,,900,,900,,1100,,2300,,2300,,2700,,2400,,2400,,2200,,1700,,1500,,2300,,2800,,3300,,2700,,2400,,1700,,1600,,2000,,3000,,3900,,3600,,4100,
North Macedonia,Europe - Inland waters,Inland waters,Tonnes - live weight,3,,2.865,,9,,9,,0,N,0,N,12,,13,,13,,10,,11,,16,,12,,3,,3,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,"Atlantic, Northeast",Marine areas,Tonnes - live weight,5,,4.894,,3.998,,3,,11,,4,,0,,0,,0,,0,,0,,32.062,,68.618,,211.053,,194,,293,,249,,237,,240,,310,,304,,281,,447,,341,,467,,353,,454,,472,,340,,372,,323,,336,,313,,513,,282,,272,,352,,310,,324,,385,,369,,387,,374,,347,,352,,386,,407,,368,,409,,400,,400,,400,,500,,600,,500,,500,,500,,400,,500,,400,,500,,400,,400,,400,,400,,300,,500,,300,,400,,200,,300,,300,
Norway,Europe - Inland waters,Inland waters,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,,,,,,,28,,22,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,"Atlantic, Northeast",Marine areas,Tonnes - live weight,20.3,,60,,109,,74,,82,,59,,42,,39,,49,,31,,32,,53,,51,,49,,49,,53,,76,,82,,118,,126,,162,,172,,226,,231,,233,,266,,237,,290,,316,,295,,297,,113,,318,,296,,249,,357,,296,,201,,185,,56,,49,,406,,294,,271,,267,,300,,276,,272,,225,,300,,400,,400,,600,,600,,600,,600,,500,,700,,500,,500,,500,,600,,400,,500,,400,,600,,600,,500,,500,,500,,400,,400,
Poland,Europe - Inland waters,Inland waters,Tonnes - live weight,131.1,,54,,56,,69,,89,,80,,69,,85,,92,,88,,88,,115,,110,,111,,132,,131,,144,,188,,203,,235,,263,,257,,248,,223,,256,,373,,390,,800,,800,,800,,800,,800,,791,,791,,713,,777,,1041,,1497,,918,,839,,703,,504,,713,,670,,729,,374,,641,,619,,600,,600,,500,,600,,500,,500,,500,,400,,400,,400,,500,,500,,400,,400,,300,,700,,400,,300,,400,,300,,400,,400,,300,,300,
Portugal,"Atlantic, Northeast",Marine areas,Tonnes - live weight,4.67,,5.92,,3,,6,,4,,5,,5,,6,,5,,5,,8,,15,,11,,10,,12,,12,,9,,11,,13,,36,,37,,29,,30,,0,,0,,0,,0,,0,,0,,52,,44,,28,,0,N,0,N,0,N,42,,16,,20,,11,,14,,33,,32,,25,,44,,52,,38,,44,,42,,47,,0,,0,,0,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N
Romania,Europe - Inland waters,Inland waters,Tonnes - live weight,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,26,,0,N,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,"Atlantic, Northeast",Marine areas,Tonnes - live weight,17,,13,,8,,11,,11,,6,,4,,4,,5,,5,,9,,16,,9,,17,,36,,54,,54,,58,,52,,52,,53,,40,,19,,25,,34,,36,,33,,25,,19,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,Europe - Inland waters,Inland waters,Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,1,,2,,2,,4,,3,,3,,6,,4,,24,,13,,10,,8,,8,,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia and Montenegro,Mediterranean and Black Sea,Marine areas,Tonnes - live weight,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,2,,4,,4,,,,,,,,3,,3,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,Europe - Inland waters,Inland waters,Tonnes - live weight,0,,0,,3,,3,,3,,3,,3,,3,,2,,3,,3,,3,,3,,3,,3,,4,,5,,7,,5,,7,,6,,4,,8,,8,,8,,7,,13,,20,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Europe - Inland waters,Inland waters,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,0,N,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
